index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,17539,63762,16726,grid,moore,100,5,15,one-to-one,0.25,17539,2,1,0.99,0.02
0,91401,62961,22289,grid,moore,100,5,15,one-to-one,0.25,91401,2,1,0.99,0.02
0,21004,61198,19611,grid,moore,100,5,15,one-to-one,0.25,21004,2,1,0.99,0.02
0,69519,48707,16914,grid,moore,100,5,15,one-to-one,0.25,69519,1,0,1.0,0.0
0,27588,83167,28218,grid,moore,100,5,15,one-to-one,0.25,27588,3,0,0.96,0.07
0,65837,145178,45122,grid,moore,100,5,15,one-to-one,0.25,65837,1,0,1.0,0.0
0,94219,89052,27448,grid,moore,100,5,15,one-to-one,0.25,94219,2,0,0.98,0.035
0,87239,93115,25629,grid,moore,100,5,15,one-to-one,0.25,87239,3,1,0.95,0.08
0,57291,67249,24841,grid,moore,100,5,15,one-to-one,0.25,57291,2,1,0.99,0.02
0,33385,84340,18592,grid,moore,100,5,15,one-to-one,0.25,33385,3,1,0.91,0.145
0,47712,58810,18375,grid,moore,100,5,15,one-to-one,0.25,47712,1,0,1.0,0.0
0,46746,89304,27555,grid,moore,100,5,15,one-to-one,0.25,46746,3,2,0.98,0.04
0,50002,82958,21433,grid,moore,100,5,15,one-to-one,0.25,50002,3,1,0.97,0.055
0,19273,71655,26942,grid,moore,100,5,15,one-to-one,0.25,19273,2,1,0.99,0.02
0,45505,86027,24090,grid,moore,100,5,15,one-to-one,0.25,45505,1,0,1.0,0.0
0,18614,52168,17530,grid,moore,100,5,15,one-to-one,0.25,18614,2,1,0.99,0.02
0,78535,80730,23282,grid,moore,100,5,15,one-to-one,0.25,78535,4,2,0.96,0.075
0,46316,65457,22405,grid,moore,100,5,15,one-to-one,0.25,46316,1,0,1.0,0.0
0,41235,129878,41630,grid,moore,100,5,15,one-to-one,0.25,41235,1,0,1.0,0.0
0,96243,70951,19695,grid,moore,100,5,15,one-to-one,0.25,96243,4,1,0.86,0.1725
0,58064,65462,18181,grid,moore,100,5,15,one-to-one,0.25,58064,2,0,0.98,0.035
0,76524,89250,29151,grid,moore,100,5,15,one-to-one,0.5,76524,2,1,0.99,0.02
0,69485,71672,20801,grid,moore,100,5,15,one-to-one,0.5,69485,2,0,0.97,0.05
0,62761,53432,14769,grid,moore,100,5,15,one-to-one,0.5,62761,3,1,0.97,0.055
0,96282,64568,19128,grid,moore,100,5,15,one-to-one,0.5,96282,3,0,0.93,0.1
0,60928,71430,22817,grid,moore,100,5,15,one-to-one,0.5,60928,3,2,0.98,0.04
0,52923,74759,26507,grid,moore,100,5,15,one-to-one,0.5,52923,1,0,1.0,0.0
0,80437,78594,24126,grid,moore,100,5,15,one-to-one,0.5,80437,2,1,0.99,0.02
0,78897,67418,21651,grid,moore,100,5,15,one-to-one,0.5,78897,3,1,0.96,0.065
0,59520,59856,12185,grid,moore,100,5,15,one-to-one,0.5,59520,7,4,0.71,0.26
0,36241,41298,13289,grid,moore,100,5,15,one-to-one,0.5,36241,2,1,0.99,0.02
0,62039,52118,19712,grid,moore,100,5,15,one-to-one,0.5,62039,1,0,1.0,0.0
0,49836,69839,17872,grid,moore,100,5,15,one-to-one,0.5,49836,7,2,0.81,0.235
0,71520,69157,24486,grid,moore,100,5,15,one-to-one,0.5,71520,1,0,1.0,0.0
0,91605,88802,27585,grid,moore,100,5,15,one-to-one,0.5,91605,1,0,1.0,0.0
0,95399,93590,26219,grid,moore,100,5,15,one-to-one,0.5,95399,3,0,0.93,0.1125
0,38684,70741,24081,grid,moore,100,5,15,one-to-one,0.5,38684,1,0,1.0,0.0
0,52350,58733,18761,grid,moore,100,5,15,one-to-one,0.5,52350,4,2,0.96,0.075
0,28358,66529,24232,grid,moore,100,5,15,one-to-one,0.5,28358,3,0,0.95,0.07
0,83323,65829,21962,grid,moore,100,5,15,one-to-one,0.5,83323,1,0,1.0,0.0
0,99718,45164,15083,grid,moore,100,5,15,one-to-one,0.5,99718,3,2,0.98,0.04
0,28745,79492,27431,grid,moore,100,5,15,one-to-one,0.5,28745,1,0,1.0,0.0
0,55491,86576,28352,grid,moore,100,5,15,one-to-one,0.5,55491,3,2,0.98,0.04
0,88912,74804,24161,grid,moore,100,5,15,one-to-one,0.5,88912,1,0,1.0,0.0
0,16791,111545,38250,grid,moore,100,5,15,one-to-one,0.5,16791,1,0,1.0,0.0
0,40911,55118,18122,grid,moore,100,5,15,one-to-one,0.5,40911,3,1,0.91,0.1
0,62133,72140,20870,grid,moore,100,5,15,one-to-one,0.5,62133,3,1,0.95,0.08
0,43437,55568,17510,grid,moore,100,5,15,one-to-one,0.5,43437,2,0,0.98,0.035
0,52481,68658,20648,grid,moore,100,5,15,one-to-one,0.5,52481,2,0,0.95,0.06
0,96409,76841,25185,grid,moore,100,5,15,one-to-one,0.5,96409,1,0,1.0,0.0
0,34781,57767,17048,grid,moore,100,5,15,one-to-one,0.5,34781,2,1,0.99,0.02
