index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,92023,8911,8029,grid,moore,100,5,15,one-to-many,0.125,92023,1,0,1.0,0.0
0,29531,7419,6295,grid,moore,100,5,15,one-to-many,0.125,29531,1,0,1.0,0.0
0,90904,4124,3126,grid,moore,100,5,15,one-to-many,0.125,90904,4,2,0.91,0.1075
0,73280,8273,5210,grid,moore,100,5,15,one-to-many,0.125,73280,3,0,0.84,0.145
0,61732,6346,5585,grid,moore,100,5,15,one-to-many,0.125,61732,2,0,0.98,0.035
0,84361,6030,4541,grid,moore,100,5,15,one-to-many,0.125,84361,4,1,0.94,0.0925
0,74349,5707,4912,grid,moore,100,5,15,one-to-many,0.125,74349,1,0,1.0,0.0
0,33364,6573,5413,grid,moore,100,5,15,one-to-many,0.125,33364,1,0,1.0,0.0
0,84438,7552,6083,grid,moore,100,5,15,one-to-many,0.125,84438,4,2,0.96,0.075
0,29462,7002,6030,grid,moore,100,5,15,one-to-many,0.125,29462,2,1,0.99,0.02
0,94584,6628,5863,grid,moore,100,5,15,one-to-many,0.125,94584,2,0,0.98,0.035
0,24616,3935,3301,grid,moore,100,5,15,one-to-many,0.125,24616,3,1,0.96,0.07
0,94693,7953,6508,grid,moore,100,5,15,one-to-many,0.125,94693,2,1,0.99,0.02
0,52384,5793,5289,grid,moore,100,5,15,one-to-many,0.125,52384,1,0,1.0,0.0
0,70539,8081,7232,grid,moore,100,5,15,one-to-many,0.125,70539,1,0,1.0,0.0
0,78195,9758,8479,grid,moore,100,5,15,one-to-many,0.125,78195,3,2,0.98,0.04
0,68712,6536,3608,grid,moore,100,5,15,one-to-many,0.125,68712,8,2,0.44,0.365
0,42489,6935,5836,grid,moore,100,5,15,one-to-many,0.125,42489,1,0,1.0,0.0
0,13171,6534,5790,grid,moore,100,5,15,one-to-many,0.125,13171,2,0,0.96,0.065
0,15104,6769,5266,grid,moore,100,5,15,one-to-many,0.125,15104,3,0,0.91,0.125
0,38279,8259,7393,grid,moore,100,5,15,one-to-many,0.125,38279,1,0,1.0,0.0
0,51660,6269,4960,grid,moore,100,5,15,one-to-many,0.125,51660,5,3,0.92,0.12
0,91380,8085,7087,grid,moore,100,5,15,one-to-many,0.125,91380,3,2,0.98,0.04
0,93136,8731,7687,grid,moore,100,5,15,one-to-many,0.125,93136,3,2,0.98,0.04
